Element ID,Key
963281,EntryFrontDoor-T
966650,EntryRearDoor-T
1415935,EntryDoorBell-T
963193,EntryGarageDoor-T
947660,MainMaterial-T
947833,MainMaterial-T
948108,MainMaterial-T
948199,MainMaterial-T
948268,MainMaterial-T
948399,MainMaterial-T
948539,MainMaterial-T
948801,MainMaterial-T
948828,MainMaterial-T
948904,MainMaterial-T
948983,MainMaterial-T
949041,MainMaterial-T
949069,MainMaterial-T
5538329,MainMaterial-T
966659,RoofMaterial-T
966750,RoofMaterial-T
966875,RoofMaterial-T
967110,RoofMaterial-T
967209,RoofMaterial-T
967273,RoofMaterial-T
967698,RoofMaterial-T
967827,RoofMaterial-T
967984,RoofMaterial-T
968197,RoofMaterial-T
968242,RoofMaterial-T
968605,RoofMaterial-T
971156,RoofMaterial-T
971255,RoofMaterial-T
972340,RoofGutter-T
972443,RoofGutter-T
972822,RoofGutter-T
1416031,EntryDriveway-T
1457477,EntryWalkway-T
1397440,PorchLight-T
1415598,PorchLight-T
2445667,PorchLight-T
