Element ID,Key
1208105,EntryFrontDoor-T
4885574,EntryRearDoor-T
1536556,EntryDoorBell-T
1214510,EntryGarageDoor-T
1195046,MainMaterial-T
1195128,MainMaterial-T
1195223,MainMaterial-T
1195289,MainMaterial-T
1195354,MainMaterial-T
1195784,MainMaterial-T
1195991,MainMaterial-T
1196114,MainMaterial-T
1196181,MainMaterial-T
1208572,MainMaterial-T
1208865,MainMaterial-T
1209282,MainMaterial-T
1209385,MainMaterial-T
1210765,MainMaterial-T
1210829,MainMaterial-T
1215919,RoofMaterial-T
1215944,RoofMaterial-T
1216083,RoofMaterial-T
1220756,RoofGutter-T
1331432,EntryDriveway-T
1331485,EntryWalkway-T
1331326,PorchLight-T
1646367,PorchLight-T
1956001,PorchLight-T
