Element ID,Key
1216531,EntryFrontDoor-T
1362258,EntryDoorBell-T
1220142,EntryGarageDoor-T
1189120,MainMaterial-T
1189173,MainMaterial-T
1189368,MainMaterial-T
1189450,MainMaterial-T
1192785,MainMaterial-T
1193356,MainMaterial-T
1195038,MainMaterial-T
1195322,MainMaterial-T
1236048,MainMaterial-T
1207531,RoofMaterial-T
1209106,RoofMaterial-T
1209337,RoofMaterial-T
1210271,RoofMaterial-T
1210878,RoofMaterial-T
1212265,RoofMaterial-T
1212308,RoofMaterial-T
1220403,RoofGutter-T
2285978,EntryDriveway-T
1236195,EntryWalkway-T
