Element ID,Key
1216836,EntryFrontDoor-T
1216888,EntryRearDoor-T
1218739,EntryRearDoor-T
1513495,EntryDoorBell-T
1220310,EntryGarageDoor-T
1189105,MainMaterial-T
1189157,MainMaterial-T
1189210,MainMaterial-T
1189302,MainMaterial-T
1189450,MainMaterial-T
1189509,MainMaterial-T
1189545,MainMaterial-T
1189632,MainMaterial-T
1190027,MainMaterial-T
1190554,MainMaterial-T
1193222,MainMaterial-T
1211314,RoofMaterial-T
1211394,RoofMaterial-T
1211785,RoofMaterial-T
1238283,RoofGutter-T
1891675,EntryDriveway-T
1513888,EntryWalkway-T
1513255,PorchLight-T
1513380,PorchLight-T
1890324,PorchLight-T
4298575,PorchLight-T
