Element ID,Key
1235830,EntryFrontDoor-T
1237337,EntryRearDoor-T
2038109,EntryDoorBell-T
1236102,EntryGarageDoor-T
1207730,MainMaterial-T
1209088,MainMaterial-T
1209538,MainMaterial-T
1212761,MainMaterial-T
1213784,MainMaterial-T
1214282,MainMaterial-T
1214407,MainMaterial-T
1215748,MainMaterial-T
1215918,MainMaterial-T
1216062,MainMaterial-T
1216117,MainMaterial-T
1216801,MainMaterial-T
1217369,MainMaterial-T
1217630,MainMaterial-T
1218372,MainMaterial-T
1218494,MainMaterial-T
1222782,MainMaterial-T
1222980,MainMaterial-T
1223505,MainMaterial-T
1238384,MainMaterial-T
1238829,MainMaterial-T
1239073,MainMaterial-T
1239118,MainMaterial-T
1239550,MainMaterial-T
1239744,MainMaterial-T
1239830,MainMaterial-T
1240000,MainMaterial-T
1240374,MainMaterial-T
1240606,MainMaterial-T
1240725,MainMaterial-T
1240802,MainMaterial-T
1241098,MainMaterial-T
1241699,MainMaterial-T
1241731,MainMaterial-T
1242958,MainMaterial-T
1243131,MainMaterial-T
1243526,MainMaterial-T
1228156,RoofMaterial-T
1228360,RoofMaterial-T
1228629,RoofMaterial-T
1231352,RoofMaterial-T
1234916,RoofGutter-T
1300506,EntryDriveway-T
2306596,EntryWalkway-T
1853995,PorchLight-T
1854082,PorchLight-T
2305904,PorchLight-T
2305985,PorchLight-T
3963163,PorchLight-T
3963221,PorchLight-T
