Element ID,Key
2152210,EntryFrontDoor-T
1293453,EntryRearDoor-T
1312545,EntryRearDoor-T
1349649,EntryRearDoor-T
1424371,EntryDoorBell-T
1311458,EntryGarageDoor-T
1312190,EntryGarageDoor-T
1193684,MainMaterial-T
1193942,MainMaterial-T
1194322,MainMaterial-T
1194492,MainMaterial-T
1194793,MainMaterial-T
1195047,MainMaterial-T
1195274,MainMaterial-T
1195395,MainMaterial-T
1195503,MainMaterial-T
1195629,MainMaterial-T
1195733,MainMaterial-T
1196092,MainMaterial-T
1196241,MainMaterial-T
1196394,MainMaterial-T
1196557,MainMaterial-T
1196690,MainMaterial-T
1196834,MainMaterial-T
1197029,MainMaterial-T
1197470,MainMaterial-T
1197589,MainMaterial-T
1203515,MainMaterial-T
1203627,MainMaterial-T
1203742,MainMaterial-T
1203857,MainMaterial-T
1265053,RoofMaterial-T
1269519,RoofMaterial-T
1270254,RoofMaterial-T
1272066,RoofMaterial-T
1273042,RoofMaterial-T
1276221,RoofMaterial-T
1279979,RoofMaterial-T
1283253,RoofMaterial-T
1283655,RoofMaterial-T
1314972,RoofMaterial-T
1317160,RoofMaterial-T
1317828,RoofMaterial-T
1349997,RoofGutter-T
1350001,RoofGutter-T
1350003,RoofGutter-T
1350065,RoofGutter-T
1350102,RoofGutter-T
2888130,EntryDriveway-T
1435286,EntryWalkway-T
1434937,PorchLight-T
1445553,PorchLight-T
2152570,PorchLight-T
2152705,PorchLight-T
