Element ID,Key
1244759,EntryFrontDoor-T
1407136,EntryDoorBell-T
1244691,EntryGarageDoor-T
1189376,MainMaterial-T
1189484,MainMaterial-T
1189611,MainMaterial-T
1189720,MainMaterial-T
1189786,MainMaterial-T
1189911,MainMaterial-T
1189973,MainMaterial-T
1190082,MainMaterial-T
1190176,MainMaterial-T
1190287,MainMaterial-T
1190492,MainMaterial-T
1190583,MainMaterial-T
1190617,MainMaterial-T
1190709,MainMaterial-T
1201153,MainMaterial-T
1201376,MainMaterial-T
1201806,MainMaterial-T
1746526,MainMaterial-T
1746594,MainMaterial-T
1748087,MainMaterial-T
1748179,MainMaterial-T
1748490,MainMaterial-T
1748558,MainMaterial-T
1750954,MainMaterial-T
1750992,MainMaterial-T
1755427,MainMaterial-T
1758373,MainMaterial-T
2044085,MainMaterial-T
1217795,RoofMaterial-T
1217847,RoofMaterial-T
1222078,RoofMaterial-T
1223173,RoofMaterial-T
1223241,RoofMaterial-T
1224058,RoofMaterial-T
1226238,RoofMaterial-T
1226621,RoofMaterial-T
1269637,RoofMaterial-T
1330208,RoofMaterial-T
1237313,RoofGutter-T
1358925,EntryDriveway-T
1358925,EntryWalkway-T
1356549,PorchLight-T
2807855,PorchLight-T
