Element ID,Key
1411093,EntryFrontDoor-T
1412737,EntryRearDoor-T
2535144,EntryDoorBell-T
1411462,EntryGarageDoor-T
1400029,MainMaterial-T
1400259,MainMaterial-T
1400412,MainMaterial-T
1400543,MainMaterial-T
1400649,MainMaterial-T
1400729,MainMaterial-T
1400839,MainMaterial-T
1400962,MainMaterial-T
1401091,MainMaterial-T
1401179,MainMaterial-T
1423618,MainMaterial-T
2559545,RoofMaterial-T
2559576,RoofMaterial-T
2559585,RoofMaterial-T
2559606,RoofMaterial-T
2559573,RoofGutter-T
2559844,RoofGutter-T
2533104,EntryDriveway-T
2534062,EntryWalkway-T
