IFC GUID,Area,Element Id,Level Name,Room Name
01839JsMv6Ghvx$jBoZq$1,136,1286475,Level 1,Den
01839JsMv6Ghvx$jBoZq$P,215,1286483,Level 1,Bedroom 1
01839JsMv6Ghvx$jBoZq$N,355,1286493,Level 1,Living Room
01839JsMv6Ghvx$jBoZq$l,169,1286501,Level 1,Dining
01839JsMv6Ghvx$jBoZq$d,139,1286509,Level 1,Living Room
01839JsMv6Ghvx$jBoZq$$,7,1286517,Level 1,Closet B
01839JsMv6Ghvx$jBoZq$t,7,1286525,Level 1,Closet
01839JsMv6Ghvx$jBoZqyF,5,1286533,Level 1,Closet
01839JsMv6Ghvx$jBoZqy7,42,1286541,Level 1,Closet 1 A
01839JsMv6Ghvx$jBoZqyV,25,1286549,Level 1,Closet 1B
01839JsMv6Ghvx$jBoZqyN,27,1286557,Level 1,Closet A
01839JsMv6Ghvx$jBoZqyj,83,1286567,Level 1,Closet A
01839JsMv6Ghvx$jBoZqyx,25,1286577,Level 1,Corridor
01839JsMv6Ghvx$jBoZqyn,58,1286587,Level 1,Closet 1 A
01839JsMv6Ghvx$jBoZqz9,31,1286595,Level 1,Pantry
01839JsMv6Ghvx$jBoZqz1,57,1286603,Level 1,Utility
01839JsMv6Ghvx$jBoZqzT,65,1286615,Level 1,Corridor
01839JsMv6Ghvx$jBoZqzL,21,1286623,Level 1,Corridor
01839JsMv6Ghvx$jBoZqzj,12,1286631,Level 1,Corridor
01839JsMv6Ghvx$jBoZqzb,16,1286639,Level 1,Corridor
01839JsMv6Ghvx$jBoZqzz,23,1286647,Level 1,Corridor
01839JsMv6Ghvx$jBoZqzr,73,1286655,Level 1,Foyer
01839JsMv6Ghvx$jBoZqo1,268,1286667,Level 2,Bedroom 4
01839JsMv6Ghvx$jBoZqoV,135,1286677,Level 2,Bedroom 1
01839JsMv6Ghvx$jBoZqoh,153,1286689,Level 2,Kitchen
01839JsMv6Ghvx$jBoZqoZ,4,1286697,Level 2,Dining
01839JsMv6Ghvx$jBoZqox,11,1286705,Level 2,Closet 3
01839JsMv6Ghvx$jBoZqop,28,1286713,Level 2,Living Room
01839JsMv6Ghvx$jBoZqpB,28,1286721,Level 2,Closet B
01839JsMv6Ghvx$jBoZqp3,44,1286729,Level 2,Closet
01839JsMv6Ghvx$jBoZqpT,153,1286743,Level 2,Corridor
