IFC GUID,Area,Element Id,Level Name,Room Name
24J8lemabEggigPAjxz$ya,47,1136233,Level 1,Bathroom 3
24J8lemabEggigPAjxz$y_,56,1136243,Level 1,Bathroom 2
24J8lemabEggigPAjxz$yn,18,1136252,Level 1,Bathroom 1
24J8lemabEggigPAjxz$$4,98,1136265,Level 1,Bathroom 1
24J8lemabEggigPAjxz$$V,22,1136274,Level 1,Bathroom 1
24J8lemabEggigPAjxz$$N,132,1136282,Level 1,Bedroom 2
24J8lemabEggigPAjxz$$l,220,1136290,Level 1,Bedroom 1
24J8lemabEggigPAjxz$$d,37,1136298,Level 1,Bathroom 4
24J8lemabEggigPAjxz$$u,181,1136309,Level 1,Kitchen
24J8lemabEggigPAjxz$$p,15,1136318,Level 1,Pantry
24J8lemabEggigPAjxz$_B,16,1136326,Level 1,Closet 3
24J8lemabEggigPAjxz$_3,6,1136334,Level 1,Closet a
24J8lemabEggigPAjxz$_R,16,1136342,Level 1,Closet 2
24J8lemabEggigPAjxz$_J,4,1136350,Level 1,Closet b
24J8lemabEggigPAjxz$_d,177,1136362,Level 1,Bedroom 3
24J8lemabEggigPAjxz$_$,76,1136370,Level 1,Mud rm.
24J8lemabEggigPAjxz$_t,28,1136378,Level 1,Closet 1A
24J8lemabEggigPAjxz$vF,49,1136386,Level 1,Closet 1B
24J8lemabEggigPAjxz$v7,125,1136394,Level 1,Dining rm
24J8lemabEggigPAjxz$vV,130,1136402,Level 1,Den
24J8lemabEggigPAjxz$vN,380,1136410,Level 1,Living rm
24J8lemabEggigPAjxz$vl,130,1136418,Level 1,Hallway
24J8lemabEggigPAjxz$vd,68,1136426,Level 1,Foyer
24J8lemabEggigPAjxz$vv,48,1136436,Level 1,Hallway
24J8lemabEggigPAjxz$vn,31,1136444,Level 1,Hallway
1Ap2DoeenF3B9PL$$$cKui,50,1570753,Level 1,Nook
1$FwqPGKn71BrahhbuglDM,65,3079608,Level 1,Kitchen
